BuffID	Level	IconID	Sparking	ShowTime	Show	Remark	Name	Desc
124	1	407	1	1	1	(124)(1)花语酥心	花语酥心	每秒恢复气血最大值的4%
126	1	1521	1	1	1	(126)(1)毫针	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复240点气血值
126	2	1521	1	1	1	(126)(2)毫针	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复1%气血最大值外加一次额外治疗，自身治疗量越高受到的额外治疗越强
126	3	1521	1	1	1	(126)(3)毫针	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复1%气血最大值外加一次额外治疗，自身治疗量越高受到的额外治疗越强
126	4	1521	1	1	1	(126)(4)毫针	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复1%气血最大值外加一次额外治疗，自身治疗量越高受到的额外治疗越强
126	5	1521	1	1	1	(126)(5)毫针	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复1%气血最大值外加一次额外治疗，自身治疗量越高受到的额外治疗越强
126	6	1521	1	1	1	(126)(6)毫针	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复1%气血最大值外加一次额外治疗，自身治疗量越高受到的额外治疗越强
130	1	1491	1	1	1	(130)(1)缓落	缓落	下落速度减缓
131	1	613	0	1	1	(131)(1)剑冲阴阳	剑冲阴阳	每次近身攻击有30%几率使目标被疗伤成效降低50%，并受到“天地无极”更高的伤害，持续12秒
132	1	607	1	1	1	(132)(1)玄一无相	玄一无相	每次近身攻击有30%几率使目标移动速度降低60%，并受到“天地无极”更高的伤害，持续12秒
133	1	609	1	1	1	(133)(1)	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少10%效果
133	2	609	1	1	1	(133)(2)	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少12%效果
133	3	609	1	1	1	(133)(3)	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少15%效果
133	4	609	1	1	1	(133)(4)	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少18%效果
133	5	609	1	1	1	(133)(5)	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少20%效果
134	0	620	1	1	1	(134)(0)坐忘无我	坐忘无我	化解受到的伤害<BUFF atGlobalDamageAbsorb>点
136	0	611	1	1	1	(136)(0)吐故纳新	吐故纳新	反击外功攻击，被外功伤害招式命中后有15%几率将攻击者锁足3秒
139	0	622	1	1	1	(139)(0)扶摇直上	梯云纵	下一次跳跃能跳得更高
142	0	19	1	0	1	(142)(0)嗜血	嗜血	外功攻击力提高<BUFF atPhysicsAttackPowerBase>点
143	1	16	1	1	1	(143)(1)忍术·荒武刀	忍术·荒武刀	提高自身闪避率，每次成功闪避攻击后对目标进行一次强力反击
144	1	656	1	1	1	(144)(1)绝望怒吼	绝望怒吼	进入狂暴状态，伤害加强、攻击速度加快
145	1	16	1	1	1	(145)(1)龟缩术	龟缩术	使自身的防御力上升，受到的外功伤害大幅降低
146	1	16	1	1	1	(146)(1)机甲狂潮	机甲狂潮	攻击速度提高
147	1	21	1	1	1	(147)(1)	解毒药	你受到内功护体，不会受到盗墓贼的毒药影响
148	0	80	1	1	1	(148)(0)跳远3	韦陀心法	施展本心法，劲力大增，可以跳得更远
149	1	11	1	1	1	(149)(1)九牛二虎之力	九牛二虎之力	你感到力大无穷
150	1	253	1	1	1	(150)(1)纯阳含真散	纯阳含真散	气血最大值提高<BUFF atMaxLifeAdditional>点
151	1	254	1	1	1	(151)(1)纯阳清心散	纯阳清心散	元气提高<BUFF atSpunkBase>点
152	1	253	1	1	1	(152)(1)纯阳冲虚散	纯阳冲虚散	内功会心等级提高<BUFF atSolarCriticalStrike>点，体质降低<BUFF atVitalityBase>点
153	1	253	1	1	1	(153)(1)纯阳化元丹	纯阳化元丹	力道提高<BUFF atStrengthBase>点
154	1	257	1	1	1	(154)(1)纯阳御真丹	纯阳御真丹	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
155	1	253	1	1	1	(155)(1)纯阳侵机散	纯阳侵机散	体质降低<BUFF atVitalityBase>点，元气提高<BUFF atSpunkBase>点
156	1	254	1	1	1	(156)(1)纯阳聚神丹	纯阳聚神丹	内功攻击提高<BUFF atMagicAttackPowerBase>点
157	1	252	1	1	1	(157)(1)纯阳益智丹	纯阳益智丹	元气提高<BUFF atSpunkBase>点
160	1	344	0	0	1	(160)(1)无敌	无敌	无敌
162	1	105	1	1	1	(162)(1)莹流茶	莹流茶	内力最大值提高26点
163	1	105	1	1	1	(163)(1)倾流茶	倾流茶	气血最大值提高23点
166	1	368	1	1	1	(166)(1)洛道换装1-变僵尸	易容	易容成唐简
166	2	368	1	1	1	(166)(2)洛道换装2-变叛军	易容	易容成叛军
166	3	368	1	1	1	(166)(3)洛道换装1-变叛军	易容	易容成叛军
166	4	368	1	1	1	(166)(4)洛道换装1-变神策军	易容	易容成神策军
166	5	368	1	1	1	(166)(5)洛道换装1-变叛军	易容	易容成叛军
166	6	368	1	1	1	(166)(6)洛道换装1-变叛军	易容	易容成叛军
167	1	368	1	1	1	(167)(1)换装	伪装	这模子真丑陋
167	2	368	1	1	1	(167)(2)换装	伪装	这模子更丑陋
167	3	368	1	1	1	(167)(3)换装	伪装	这模子更丑陋
168	0	339	1	1	1	(168)(0)杀红眼	杀红眼	充满杀气，所有外功攻击力提高25%
169	0	339	1	0	1	(169)(0)顽抗	顽抗	激烈反抗，外功攻击力提高<BUFF atPhysicsShieldAdditional>点，外功防御等级降低<BUFF atPhysicsShieldAdditional>点
170	0	339	1	0	1	(170)(0)心法·善思	心法·善思	刺激身体穴位，体质提高<BUFF atVitalityBase>点
171	0	339	1	0	1	(171)(0)忍术·激气	忍术·激气	忍术，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
172	0	339	1	0	1	(172)(0)忍术·秘体	忍术·秘体	忍术，力道提高<BUFF atStrengthBase>点
173	0	339	1	1	1	(173)(0)神杀令·狂	神杀令·狂	神杀令，外功攻击提高30%
174	0	339	1	0	1	(174)(0)神杀令·狠	神杀令·狠	神杀令，体质提高<BUFF atVitalityBase>点
175	0	339	1	0	1	(175)(0)狂野	狂野	充满狂野的怒火，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
176	0	339	1	0	1	(176)(0)坚硬	坚硬	坚硬的外壳，减免受到的伤害
177	0	339	1	0	1	(177)(0)龟缩	龟缩术	躲在硬壳中，化解<BUFF atGlobalDamageAbsorb>点伤害
178	0	339	1	0	1	(178)(0)空手肉搏	空手肉搏	肉搏，外功攻击力提高<BUFF atPhysicsAttackPowerBase>点，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
179	0	339	1	0	1	(179)(0)牢不可破	牢不可破	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
180	0	339	1	0	1	(180)(0)强体	强体	体质提高<BUFF atVitalityBase>点
181	0	339	1	0	1	(181)(0)鼠头鼠脑	鼠头鼠脑	闪避等级提高<BUFF atDodge>点
182	0	339	1	0	1	(182)(0)贼眉鼠眼	贼眉鼠眼	身法提高<BUFF atAgilityBase>点
183	0	339	1	0	1	(183)(0)蝠翼	蝠翼	闪避等级提高<BUFF atDodge>点
184	0	339	1	0	1	(184)(0)见钱眼开	见钱眼开	力道提高<BUFF atStrengthBase>点
185	0	339	1	0	1	(185)(0)铜尸变	铜尸变	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
186	0	339	1	0	1	(186)(0)刚力	刚力	力道提高<BUFF atStrengthBase>点
187	0	339	1	0	1	(187)(0)铜墙	铜墙	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
188	0	339	1	0	1	(188)(0)暴动	暴动	外功攻击力提高<BUFF atPhysicsAttackPowerBase>点
189	0	339	1	0	1	(189)(0)随风狂舞诀	随风狂舞诀	身法提高<BUFF atAgilityBase>点
190	0	339	1	0	1	(190)(0)铁布衫	铁布衫	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
191	0	339	1	0	1	(191)(0)五蕴皆空	蕴空	力道提高<BUFF atStrengthBase>点
192	0	339	1	0	1	(192)(0)五行术·木灵	五行术·木灵	体质提高<BUFF atVitalityBase>点
193	1	339	1	1	1	(193)(1)五行术·土盾	五行术·土盾	受到的伤害减免5%
193	2	339	1	1	1	(193)(2)五行术·土盾	五行术·土盾	受到的伤害减免10%
193	3	339	1	1	1	(193)(3)五行术·土盾	五行术·土盾	受到的伤害减免15%
193	4	339	1	1	1	(193)(4)五行术·土盾	五行术·土盾	受到的伤害减免20%
193	5	339	1	1	1	(193)(5)五行术·土盾	五行术·土盾	受到的伤害减免25%
193	6	339	1	1	1	(193)(6)五行术·土盾	五行术·土盾	受到的伤害减免30%
193	7	339	1	1	1	(193)(7)五行术·土盾	五行术·土盾	受到的伤害减免35%
193	8	339	1	1	1	(193)(8)五行术·土盾	五行术·土盾	受到的伤害减免40%
193	9	339	1	1	1	(193)(9)五行术·土盾	五行术·土盾	受到的伤害减免45%
193	10	339	1	1	1	(193)(10)五行术·土盾	五行术·土盾	受到的伤害减免50%
193	11	339	1	1	1	(193)(11)五行术·土盾	五行术·土盾	受到的伤害减免55%
193	12	339	1	1	1	(193)(12)五行术·土盾	五行术·土盾	受到的伤害减免60%
193	13	339	1	1	1	(193)(13)五行术·土盾	五行术·土盾	受到的伤害减免65%
193	14	339	1	1	1	(193)(14)五行术·土盾	五行术·土盾	受到的伤害减免70%
193	15	339	1	1	1	(193)(15)五行术·土盾	五行术·土盾	受到的伤害减免75%
193	16	339	1	1	1	(193)(16)五行术·土盾	五行术·土盾	受到的伤害减免75%
193	17	339	1	1	1	(193)(17)五行术·土盾	五行术·土盾	受到的伤害减免75%
193	18	339	1	1	1	(193)(18)五行术·土盾	五行术·土盾	受到的伤害减免75%
193	19	339	1	1	1	(193)(19)五行术·土盾	五行术·土盾	受到的伤害减免75%
193	20	339	1	1	1	(193)(20)五行术·土盾	五行术·土盾	受到的伤害减免75%
194	0	339	1	0	1	(194)(0)心法·善言	心法·善言	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
195	0	393	0	0	1	(195)(0)千斤坠	千斤坠	蓄力中……落地时造成伤害
196	0	635	1	1	1	(196)(0)天策-憾如雷-铁牢律	铁牢撼如雷	气血最大值提高<BUFF atMaxLifeBase>点
197	0	655	0	0	0	(197)(0)天策-傲血战意-致伤需求标志	疾如风	外功攻击提高<BUFF atPhysicsAttackPowerBase>点，使穿云附带致伤效果
198	1	653	1	1	1	(198)(1)天策-徐如林	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复1%
198	2	653	1	1	1	(198)(2)天策-徐如林	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复2%
198	3	653	1	1	1	(198)(3)天策-徐如林	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复3%
198	4	653	1	1	1	(198)(4)天策-徐如林	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复4%
198	5	653	1	1	1	(198)(5)天策-徐如林	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复5%
199	1	654	1	1	1	(199)(1)天策-掠如火	掠如火	使自身攻击造成额外75%的威胁
199	2	654	1	1	1	(199)(2)天策-掠如火	掠如火	使自身攻击造成额外80%的威胁
199	3	654	1	1	1	(199)(3)天策-掠如火	掠如火	使自身攻击造成额外85%的威胁
199	4	654	1	1	1	(199)(4)天策-掠如火	掠如火	使自身攻击造成额外90%的威胁
199	5	654	1	1	1	(199)(5)天策-掠如火	掠如火	使自身攻击造成额外95%的威胁
199	6	654	1	1	1	(199)(6)天策-掠如火	掠如火	使自身攻击造成额外100%的威胁
200	0	656	1	1	1	(200)(0)天策-疾如风	疾如风	使自身招式伤害提高<BUFF atSkillPhysicsDamage>点，外功会心几率提高10%
200	1	635	1	1	1	(200)(1)天策-疾如风	烈雷	自身基础外功攻击提高2%，外功会心几率提高2%，外功会心效果提高4%
200	2	635	1	1	1	(200)(2)天策-疾如风	烈雷	自身基础外功攻击提高4%，外功会心几率提高4%，外功会心效果提高8%
200	3	635	1	1	1	(200)(3)天策-疾如风	烈雷	自身基础外功攻击提高6%，外功会心几率提高6%，外功会心效果提高12%
200	4	635	1	1	1	(200)(4)天策-疾如风	烈雷	自身基础外功攻击提高8%，外功会心几率提高8%，外功会心效果提高16%
200	5	635	1	1	1	(200)(5)天策-疾如风	烈雷	自身基础外功攻击提高15%，外功会心几率提高10%，外功会心效果提高20%
201	0	652	0	0	0	(201)(0)天策-铁牢律-坚韧	坚韧	提高外功防御等级<BUFF atPhysicsShieldBase>点、闪避等级<BUFF atDodgeBase>点，被击5次后触发坚韧效果
202	1	2993	1	1	1	(202)(1)天策-铁牢律-坚韧	坚韧	每层使自身受到的伤害降低3%
203	1	1457	1	1	1	(203)(1)天策-啸如虎-傲血战意	啸如虎	基础外功攻击提高1%，外功会心几率提高1%，不会重伤
203	2	1457	1	1	1	(203)(2)天策-啸如虎-傲血战意	啸如虎	基础外功攻击提高2%，外功会心几率提高2%，不会重伤
203	3	1457	1	1	1	(203)(3)天策-啸如虎-傲血战意	啸如虎	基础外功攻击提高3%，外功会心几率提高3%，不会重伤
203	4	1457	1	1	1	(203)(4)天策-啸如虎-傲血战意	啸如虎	基础外功攻击提高4%，外功会心几率提高4%，不会重伤
203	5	1457	1	1	1	(203)(5)天策-啸如虎-傲血战意	啸如虎	基础外功攻击提高5%，外功会心几率提高5%，不会重伤
204	1	641	1	1	1	(204)(1)天策-御奔突	御奔突	骑乘速度提高30%
204	2	641	1	1	1	(204)(2)天策-御奔突	御奔突	骑乘速度提高35%
204	3	641	1	1	1	(204)(3)天策-御奔突	御奔突	骑乘速度提高40%
204	4	641	1	1	1	(204)(4)天策-御奔突	御奔突	骑乘速度提高45%
204	5	641	1	1	1	(204)(5)天策-御奔突	御奔突	骑乘速度提高50%
205	1	337	0	0	1	(205)(1)无敌BUFF	无敌	无敌
206	1	642	1	1	1	(206)(1)天策-断魂刺-追魂(准备移除)	断魂刺-追魂	春风剪和穿云附带额外外功伤害
207	1	638	0	0	0	(207)(1)天策-施放-突	突	突
208	1	622	1	1	1	(208)(1)扶摇直上	弹跳	下一次跳跃将跳得更高
208	2	622	1	1	1	(208)(2)扶摇直上	弹跳	下一次跳跃将跳得更高
208	3	622	1	1	1	(208)(3)扶摇直上	弹跳	下一次跳跃将跳得更高
208	4	622	1	1	1	(208)(4)扶摇直上	弹跳	下一次跳跃将跳得更高
208	5	622	1	1	1	(208)(5)扶摇直上	弹跳	下一次跳跃将跳得更高
208	6	622	1	1	1	(208)(6)扶摇直上	弹跳	下一次跳跃将跳得更高
208	7	622	1	1	1	(208)(7)扶摇直上	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	8	622	1	1	1	(208)(8)扶摇直上	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	9	622	1	1	1	(208)(9)扶摇直上	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	10	622	1	1	1	(208)(10)扶摇直上	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	11	622	1	1	1	(208)(11)扶摇直上	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
210	1	1485	0	0	1	(210)(1)隐身	隐身	无法被他人察觉
211	0	360	1	1	1	(211)(0)鸳鸯煎牛筋	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
211	1	360	1	1	1	(211)(1)油炸肉条	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点，气血最大值提高<BUFF atMaxLifeBase>点
211	2	360	1	1	1	(211)(2)没有熟的腰花	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
211	3	360	1	1	1	(211)(3)萝卜瘦肉汤	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点，气血最大值提高<BUFF atMaxLifeBase>点
211	4	360	1	1	1	(211)(4)酱爆腰花	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点，气血最大值提高<BUFF atMaxLifeBase>点
211	5	360	1	1	1	(211)(5)老火萝卜瘦肉汤	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
211	6	360	1	1	1	(211)(6)鸳鸯煎牛筋	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
212	0	360	1	1	1	(212)(0)炸糊了的肉条	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
212	1	360	1	1	1	(212)(1)炸糊了的肉条	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
213	1	915	1	1	1	(213)(1)迅影	迅影	移动速度提高40%
213	2	915	1	1	1	(213)(2)迅影	迅影	移动速度提高45%
213	3	915	1	1	1	(213)(3)迅影	迅影	移动速度提高50%
213	4	915	1	1	1	(213)(4)迅影	迅影	移动速度提高55%
218	1	360	1	1	1	(218)(1)昆仑禁食	进食	气血上限提高<BUFF atMaxLifeAdditional>点，拆招值提高<BUFF atParryBase>点，招架等级提高<BUFF atParryValueBase>点，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
219	1	360	1	1	1	(219)(1)家乡小炒	进食	体质提高<BUFF atVitalityBase>点，内功防御等级提高<BUFF atMagicShield>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，气血最大值提高<BUFF atMaxLifeAdditional>点
220	1	360	1	1	1	(220)(1)美味的昆仑禁食	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，拆招值提高<BUFF atParryValueBase>点，招架等级提高<BUFF atParryBase>点，招架等级提高<BUFF atParryValueBase>，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
221	1	360	1	1	1	(221)(1)地道的家乡小炒	进食	体质提高<BUFF atVitalityBase>点，每秒回复气血提高<BUFF atLifeReplenishExt>，气血最大值提高<BUFF atMaxLifeAdditional>点，内功防御等级提高<BUFF atMagicShield>点
222	0	360	1	1	1	(222)(0)泡椒凤爪	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点
222	1	360	1	1	1	(222)(1)瘦肉粟米羹	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点
223	1	360	1	1	1	(223)(1)酱油浇肉	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点
224	0	360	1	1	1	(224)(0)小炒肉	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点
225	0	360	1	1	1	(225)(0)花椒腱子肉	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点
226	0	360	1	1	1	(226)(0)爆椒扒肉	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
227	0	360	1	1	1	(227)(0)盐煎肉	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点
228	1	360	1	1	1	(228)(1)结缘宴	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点
229	0	360	1	1	1	(229)(0)煮散的血肠片	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
230	1	360	1	1	1	(230)(1)清食小点	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点
231	1	360	1	1	1	(231)(1)节源宴	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
232	1	360	1	1	1	(232)(1)炸糊了的面筋	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
235	1	360	1	1	1	(235)(1)没有酒的任侠餐	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点
236	1	360	1	1	1	(236)(1)任侠小炒	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点
238	0	360	1	1	1	(238)(0)麻辣脆骨	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点
239	0	360	1	1	1	(239)(0)煮散了的麻圆	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点
240	0	360	1	1	1	(240)(0)冬菜扣肉	进食	根骨提高<BUFF atSpiritBase>点
241	0	360	1	1	1	(241)(0)烧糊了的五花肉	进食	根骨提高<BUFF atSpiritBase>点
242	1	360	1	1	1	(242)(1)张掖大菜	进食	根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点
244	1	1899	0	0	1	(244)(1)骑乘	骑御	策马驰骋
244	2	4243	0	0	1	(244)(2)骑乘	骑御	乘骑代步，通行江湖
244	3	4806	0	0	1	(244)(3)骑乘	乘渡	行波渡水，迎风破浪
244	4	5386	0	0	1	(244)(4)骑乘	御风	鸾凤和鸣，御风而行\n移动速度降低90%，移动或静止会消耗马术轻功气力值，可以浮空
244	5	5933	0	0	1	(244)(5)骑乘	携乘江湖	纵有志在必得，抑或执着无思，行停走走，莫错沿途光景
244	6	0	1	1	1	(244)(6)骑乘	骑乘	骑乘
244	7	0	1	1	1	(244)(7)骑乘	骑乘	骑乘
244	8	6799	0	0	1	(244)(8)骑乘	搭乘·游湖画舫	碧波荡漾水中游
244	9	0	1	1	1	(244)(9)骑乘	骑乘	骑乘
244	10	0	1	1	1	(244)(10)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	11	0	1	1	1	(244)(11)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	12	0	1	1	1	(244)(12)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	13	8115	0	0	1	(244)(13)骑乘	乘骑·雪负苍山	雪玉佛睛，足绝群峰
244	14	0	1	1	1	(244)(14)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	15	0	1	1	1	(244)(15)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	16	9018	0	0	1	(244)(16)骑乘	搭乘	乘驾车轿
244	17	0	1	1	1	(244)(17)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	18	0	1	1	1	(244)(18)骑乘	骑乘_霸刀车	骑乘_霸刀车
244	19	9386	0	0	1	(244)(19)骑乘	搭乘·烽狼夜宴	绝世凶狼，烽火燎原
244	20	9385	0	0	1	(244)(20)骑乘	搭乘·兰芷风烟	晚风清，烟波渺，酒醉笙箫，一曲满庭芳
244	21	0	1	1	1	(244)(21)骑乘_飞翼马车	骑乘_霸刀车	骑乘_霸刀车
244	22	9519	0	0	1	(244)(22)骑乘	搭乘·流火夔牛	目如炽日，声若雷霆
244	23	9708	0	0	1	(244)(23)骑乘	搭乘·驰电掣风	西山秘宝·驰电掣风
244	24	9709	0	0	1	(244)(24)骑乘	搭乘·黛篁鸾舆	西山秘宝·黛篁鸾舆
244	25	10204	0	0	1	(244)(25)骑乘	搭乘·墨染琳琅	身浓似墨染，轻履踏琳琅
244	26	0	1	1	1	(244)(26)骑乘_儿童节坐骑	骑乘_霸刀车	骑乘_霸刀车
244	27	0	1	1	1	(244)(27)骑乘_赛艇	骑乘_霸刀车	骑乘_霸刀车
244	28	0	1	1	1	(244)(28)骑乘_停云雪霁	骑乘_霸刀车	骑乘_霸刀车
244	29	0	1	1	1	(244)(29)停云雪霁·终宵	骑乘_霸刀车	骑乘_霸刀车
244	30	0	1	1	1	(244)(30)停云雪霁·凌霜	骑乘_霸刀车	骑乘_霸刀车
244	31	0	1	1	1	(244)(31)停云雪霁·揽梦	骑乘_霸刀车	骑乘_霸刀车
244	32	10783	0	0	1	(244)(32)骑乘	搭乘·飞花镂月	飞花逐梦，镂月裁云
244	33	0	1	1	1	(244)(33)原PQ雪橇已废弃	骑乘_霸刀车	骑乘_霸刀车
244	34	0	1	1	1	(244)(34)骑乘_设定集船	骑乘_霸刀车	骑乘_霸刀车
